Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight,Stage of Life
I,0.22578125,0.112890625,0.0564453125,0.4864228997677228,0.2443953651709012,0.112890625,0.11853515625,Child
F,0.12578125,0.062890625,0.0314453125,0.2881862986130091,0.1563484026520257,0.062890625,0.06603515625,Child
F,0.32578125,0.162890625,0.0814453125,0.6829799744802661,0.3445351237481909,0.162890625,0.17103515625,Child
M,0.07578125,0.037890625,0.0189453125,0.1854863541665118,0.0888293986202305,0.037890625,0.03978515625,Child
M,0.27578125,0.137890625,0.0689453125,0.6024881663691506,0.3181985422746032,0.137890625,0.14478515625,Child
F,0.17578125,0.087890625,0.0439453125,0.4058114252655387,0.2164150738658671,0.087890625,0.09228515625,Child
M,0.37578125,0.187890625,0.0939453125,0.8204751293604539,0.4186103002554113,0.187890625,0.1972851562499999,Child
M,0.01328125,0.006640625,0.0033203125,0.0595703031167538,0.0278075836711304,0.006640625,0.00697265625,Child
F,0.21328125,0.106640625,0.0533203125,0.4934229614374903,0.256660030883326,0.106640625,0.11197265625,Child
I,0.11328125,0.056640625,0.0283203125,0.2570315428695887,0.139955810222917,0.056640625,0.05947265625,Child
F,0.31328125,0.156640625,0.0783203125,0.6709660892633718,0.3409582413375674,0.156640625,0.16447265625,Child
F,0.06328125,0.031640625,0.0158203125,0.1529821508842124,0.0681436035375404,0.031640625,0.0332226562499999,Child
F,0.26328125,0.131640625,0.0658203125,0.5769041881979805,0.2917295363067207,0.131640625,0.13822265625,Child
M,0.16328125,0.081640625,0.0408203125,0.3732889537101982,0.1899883829471459,0.081640625,0.08572265625,Child
F,0.36328125,0.181640625,0.0908203125,0.7849798216606172,0.3963234313515518,0.181640625,0.1907226562499999,Child
I,0.03828125,0.019140625,0.0095703125,0.1398183737612902,0.0867583851755099,0.019140625,0.02009765625,Child
F,0.23828125,0.119140625,0.0595703125,0.5101768855818326,0.2582047439083916,0.119140625,0.12509765625,Child
M,0.13828125,0.069140625,0.0345703125,0.2937873626664424,0.1465028881884923,0.069140625,0.07259765625,Child
F,0.33828125,0.169140625,0.0845703125,0.7436373321263987,0.3878153604978346,0.169140625,0.1775976562499999,Child
F,0.08828125,0.044140625,0.0220703125,0.1999556256320487,0.0964875081572308,0.044140625,0.04634765625,Child
M,0.28828125,0.144140625,0.0720703125,0.6535431334566937,0.341126068608155,0.144140625,0.15134765625,Child
F,0.18828125,0.094140625,0.0470703125,0.4503008226774529,0.242031338863966,0.094140625,0.09884765625,Child
F,0.38828125,0.194140625,0.0970703125,0.8305500460717355,0.4264722790884987,0.194140625,0.2038476562499999,Child
M,0.00703125,0.003515625,0.0017578125,0.0189993768338015,0.0099579233546071,0.003515625,0.00369140625,Child
F,0.20703125,0.103515625,0.0517578125,0.4533645884981961,0.2345237633749781,0.103515625,0.10869140625,Child
M,0.10703125,0.053515625,0.0267578125,0.260827936728892,0.1374112033396735,0.053515625,0.05619140625,Child
M,0.30703125,0.153515625,0.0767578125,0.6702931640773099,0.353801347571077,0.153515625,0.16119140625,Child
F,0.05703125,0.028515625,0.0142578125,0.1609533761792149,0.0988164610804213,0.028515625,0.02994140625,Child
M,0.25703125,0.128515625,0.0642578125,0.5654454174197933,0.2955798267376567,0.128515625,0.13494140625,Child
M,0.15703125,0.078515625,0.0392578125,0.3743890038106374,0.1993020120939357,0.078515625,0.08244140625,Child
F,0.35703125,0.178515625,0.0892578125,0.751066324617166,0.3791888576302258,0.178515625,0.18744140625,Child
F,0.03203125,0.016015625,0.0080078125,0.1253271867080467,0.0798637531390556,0.016015625,0.01681640625,Child
F,0.23203125,0.116015625,0.0580078125,0.5154252750975873,0.270548053308682,0.116015625,0.12181640625,Child
M,0.13203125,0.066015625,0.0330078125,0.2946607949531841,0.1587123392557558,0.066015625,0.06931640625,Child
F,0.33203125,0.166015625,0.0830078125,0.6903773400899923,0.3425813845736268,0.166015625,0.17431640625,Child
M,0.08203125,0.041015625,0.0205078125,0.2350536504580612,0.1313655842973498,0.041015625,0.04306640625,Child
